codTrafo,dirTrafo,latTrafo,lngTrafo,potencia,potenciaDisponible,potenciaSoliAprobadas,potenciaNeta,demandaEnergiaUno,energiaEntregarHora,energiaDisponible,pctPotencia,pctEnergia,fases,codCircuito,circuito,codSubE,codBarrio,codCiudad,codPropietario,formTrafo,nodoTrafo,codTrafoDis,codigoTipoApoyo,demandaEnergiaDos,energiaEntregarHoraPico
P10564,RC.CJARDIN PLAZA AUTP. SIMON BOLIVAR             -,3.369947,-76.527698,800,400.0,0,400.0,142.91,0,142.91,0.0,0.0,3,16 307,7,16 ,264,01,P,,6478476,17344,07,142.91,0
P6932,TONOLI QUINTAS,3.388966,-76.536003,300,150.0,0,150.0,48.44,0,48.44,0.0,0.0,3,16 303,3,16 ,251,01,P,NIVELII,5162815,8216,07,102.81,0
P8614,Av gau??i casa 26,3.362041,-76.529775,75,37.5,0,37.5,11.23,0,11.23,0.0,0.0,3,20 302,2,20 ,242,01,P,NIVELII,5288754,10675,01,11.23,0
E19097,C 54        84      160                          -,3.380812,-76.510898,225,112.5,0,112.5,45.23,0,45.23,0.0,0.0,3,16 315,15,16 ,001,01,E,,2217082,23907,07,82.22,0
P13914,K 83F       53A      57                          0,3.382733,-76.510232,112.5,56.25,0,56.25,22.62,0,22.62,0.0,0.0,3,16 315,15,16 ,001,01,2,,2399679,26278,01,41.11,0
P10680,K107        15A      19                          -,3.360519,-76.53431,112.5,56.25,0,56.25,16.84,0,16.84,0.0,0.0,3,20 302,2,20 ,242,01,P,NIVELII,5319358,17799,01,16.84,0
E12405,AVD. PE??AS BLANCAS,3.354454,-76.540424,75,37.5,0,37.5,11.23,0,11.23,0.0,0.0,3,20 302,2,20 ,261,01,E,NIVELII,1143042,18711,01,11.23,0
P4193,cra87 cl11,3.378827,-76.540371,400,200.0,0,200.0,106.06,0,106.06,0.0,0.0,3,16 309,9,16 ,260,01,P,NIVELII,1247450,8957,07,127.26,0
P12066,K 98B       48       00                          0,3.369458,-76.516783,150,75.0,0,75.0,30.15,0,30.15,0.0,0.0,3,16 315,15,16 ,001,01,P,,2229153,25404,02,54.81,0
P8135,cll9 kra117,3.350932,-76.541711,45,22.5,0,22.5,12.49,0,12.49,0.0,0.0,3,20 305,5,20 ,261,01,P,NIVELII,5263077,10975,07,12.68,0
P8409,K116       011      168       0,3.352295,-76.539499,45,22.5,0,22.5,12.49,0,12.49,0.0,0.0,3,20 305,5,20 ,261,01,P,NIVELII,1114085,12219,01,12.68,0
P7724,,3.353558,-76.517218,45,22.5,0,22.5,10.18,0,10.18,0.0,0.0,3,24 305,5,24 ,001,01,P,,5219078,11757,01,10.42,0
P9921,C 13A       68       61                          0,3.395639,-76.537112,225,112.5,0,112.5,54.07,0,54.07,0.0,0.0,3,16 317,17,16 ,254,01,P,,6348041,16474,07,54.07,0
E19126,C 53        99       45                          -,3.368045,-76.511777,25,12.5,0,12.5,5.03,0,5.03,0.0,0.0,2,16 315,15,16 ,001,01,E,,2110172,25113,01,9.14,0
P10460,C005       086A      08                          0,3.380017,-76.544198,300,150.0,0,150.0,79.55,0,79.55,0.0,0.0,3,16 309,9,16 ,269,01,P,,6462103,17041,07,95.45,0
P7767,cr83a  cl19,3.385357,-76.525735,45,22.5,0,22.5,45,0,45.0,0.0,0.0,3,16 314,14,16 ,249,01,P,NIVELII,5218039,15700,07,45,0
P9001,K117       17       500       0,3.351464,-76.532448,112.5,56.25,0,56.25,31.24,0,31.24,0.0,0.0,3,20 305,5,20 ,261,01,P,NIVELII,1114492,12261,01,31.7,0
P8279,cl6a cra 83,3.383107,-76.541309,225,112.5,0,112.5,59.66,0,59.66,0.0,0.0,3,16 309,9,16 ,250,01,P,NIVELII,5271002,8968,07,71.58,0
P11181,RCOCACOLA K98#16-95                              -,3.372511,-76.527921,2000,1000.0,0,1000.0,357.29,0,357.29,0.0,0.0,3,16 307,7,16 ,264,01,P,,5258618,18495,07,357.29,0
P11412,K 98        16       50                          -,3.368704,-76.529273,300,150.0,0,150.0,53.59,0,53.59,0.0,0.0,3,16 307,7,16 ,001,01,P,,1474952,19052,07,53.59,0
P11453,K116        13      177                          -,3.351843,-76.537003,30,15.0,0,15.0,8.33,0,8.33,0.0,0.0,3,20 305,5,20 ,001,01,P,,1477447,20277,01,8.45,0
P13994,,3.368394,-76.508858,112.5,56.25,0,56.25,25.46,0,25.46,0.0,0.0,3,16 315,15,16 ,001,01,2,,2838958,28059,01,26.05,0
P10072,C 18        86      000                          0,3.378551,-76.526063,300,150.0,0,150.0,300,0,300.0,0.0,0.0,3,16 314,14,16 ,264,01,P,,6782230,16398,07,300,0
P6454,RZC.BAGATELLEIIK105#11-56                        -,3.36436,-76.541326,500,250.0,0,250.0,134.17,0,134.17,0.0,0.0,3,20 304,4,20 ,242,01,P,NIVELII,5080487,10778,07,139.68,0
E18396,C 57        47A      00                          -,3.392265,-76.505275,75,37.5,0,37.5,18.34,0,18.34,0.0,0.0,3,10 317,17,10 ,001,01,E,,2204975,22744,01,28.37,0
E16679,C 48    -   90       60                          -,3.376926,-76.515966,112.5,56.25,0,56.25,22.62,0,22.62,0.0,0.0,3,16 315,15,16 ,001,01,E,,1475215,19620,01,41.11,0
E17668,K101A       42       45                          -,3.365528,-76.519051,150,75.0,0,75.0,30.15,0,30.15,0.0,0.0,3,16 315,15,16 ,001,01,E,,1587013,20509,01,54.81,0
E19108,K 85C       55D      01                          -,3.379432,-76.508364,112.5,56.25,0,56.25,22.62,0,22.62,0.0,0.0,3,16 315,15,16 ,001,01,E,,2193744,24170,01,41.11,0
P11193,,3.351129,-76.528614,225,112.5,0,112.5,62.47,0,62.47,0.0,0.0,3,20 305,5,20 ,001,01,P,,1408470,18566,07,63.4,0
P13831,K 83C       53A      34T2    C                   0,3.384596,-76.510214,112.5,56.25,0,56.25,22.62,0,22.62,0.0,0.0,3,16 315,15,16 ,001,01,2,,2359235,26412,01,41.11,0
P10422,,3.360766,-76.54009,400,200.0,0,200.0,107.33,0,107.33,0.0,0.0,3,20 304,4,20 ,242,01,P,,6792472,17017,07,111.75,0
P7485,conjunto  La  Alborada,3.399866,-76.52024,400,200.0,0,200.0,72.31,0,72.31,0.0,0.0,3,16 311,11,16 ,238,01,P,NIVELII,5169534,9151,07,148.73,0
E16864,CRA 69 N? 2D-26,3.394621,-76.549754,75,37.5,0,37.5,18.02,0,18.02,0.0,0.0,2,16 317,17,16 ,267,01,E,NIVELII,1102940,20637,01,18.02,0
E15372,cll4 kra84,3.381505,-76.545157,112.5,56.25,0,56.25,22.93,0,22.93,0.0,0.0,3,16 306,6,16 ,269,01,E,NIVELII,1110373,20569,01,34.8,0
E18073,C 11       115       71                          -,3.353699,-76.541518,300,150.0,0,150.0,83.29,0,83.29,0.0,0.0,3,20 305,5,20 ,001,01,E,,2102897,21924,07,84.53,0
E17425,CRA 73 N? 9-55,3.39177,-76.542782,75,37.5,0,37.5,12.11,0,12.11,0.0,0.0,3,16 303,3,16 ,252,01,E,NIVELII,1099825,28289,01,25.7,0
P11546,C 18       105      153                          -,3.362774,-76.531482,300,150.0,0,150.0,44.9,0,44.9,0.0,0.0,3,20 302,2,20 ,001,01,P,,1518313,20586,07,44.9,0
E18541,K 50        56       00                          -,3.391779,-76.511213,75,37.5,0,37.5,18.34,0,18.34,0.0,0.0,3,10 317,17,10 ,001,01,E,,2217686,23549,01,28.37,0
E70018,Av del parque,3.359438,-76.540971,75,37.5,0,37.5,16.77,0,16.77,0.0,0.0,3,20 303,3,20 ,242,01,E,NIVELII,1142470,20213,01,16.77,0
E16752,K095       045      000                          0,3.374113,-76.518857,112.5,56.25,0,56.25,22.62,0,22.62,0.0,0.0,3,16 315,15,16 ,001,01,E,,6755607,18726,01,41.11,0
E8782,0,3.397803,-76.524699,150,75.0,0,75.0,27.11,0,27.11,0.0,0.0,3,16 311,11,16 ,255,01,E,NIVELII,1019881,9042,02,55.77,0
E18912,C 45        98B      01                          -,3.3689,-76.518837,300,150.0,0,150.0,60.31,0,60.31,0.0,0.0,3,16 315,15,16 ,001,01,E,,2005026,23231,07,109.62,0
E18270,CRA 69 N? 3-78,3.394747,-76.548767,50,25.0,0,25.0,12.02,0,12.02,0.0,0.0,2,16 317,17,16 ,267,01,E,NIVELII,1102877,22625,01,12.02,0
E19159,K108        44       84                          0,3.359057,-76.517389,500,250.0,0,250.0,113.15,0,113.15,0.0,0.0,3,24 305,5,24 ,001,01,E,,2313049,24563,07,115.77,0
E18221,K 83C       46       41                          -,3.384085,-76.517295,400,200.0,0,200.0,124.22,0,124.22,0.0,0.0,3,16 314,14,16 ,001,01,E,,2111144,22455,07,133.21,0
E15357,K 43B       55      000                          0,3.398614,-76.505521,112.5,56.25,0,56.25,27.5,0,27.5,0.0,0.0,3,10 317,17,10 ,230,01,E,,6780784,16426,01,42.55,0
P7347,cr83c  cl18,3.383802,-76.527055,45,22.5,0,22.5,45,0,45.0,0.0,0.0,3,16 314,14,16 ,249,01,P,NIVELII,5190096,13261,07,45,0
E19117,C 50        96       44                          0,3.372591,-76.51487,225,112.5,0,112.5,45.23,0,45.23,0.0,0.0,3,16 315,15,16 ,001,01,E,,2187701,24167,07,82.22,0
P9164,C 15       112       20GC                        0,3.358052,-76.541572,45,22.5,0,22.5,12.08,0,12.08,0.0,0.0,3,20 304,4,20 ,242,01,P,NIVELII,1139690,10740,01,12.57,0
P12031,C 18       106       69                          -,3.362256,-76.531241,225,112.5,0,112.5,33.68,0,33.68,0.0,0.0,3,20 302,2,20 ,001,01,P,,2095882,21253,07,33.68,0
E16205,C 15        66       25                          0,3.396856,-76.530087,112.5,56.25,0,56.25,27.04,0,27.04,0.0,0.0,3,16 317,17,16 ,253,01,E,,6500731,18022,01,27.04,0
E9261,CALLE 5 CRA 65,3.399257,-76.546259,112.5,56.25,0,56.25,25.98,0,25.98,0.0,0.0,3,05 310,10,05 ,259,01,E,NIVELII,1093991,22431,01,25.98,0
E17974,Calle 10  No. 64A-38,3.399786,-76.54251,150,75.0,0,75.0,39.6,0,39.6,0.0,0.0,3,16 308,8,16 ,259,01,E,NIVELII,1093789,22832,01,47.27,0
P7669,cra85c cl14a,3.380982,-76.532159,75,37.5,0,37.5,19.89,0,19.89,0.0,0.0,3,16 309,9,16 ,249,01,P,NIVELII,5208971,8922,07,23.86,0
E14126,HACIENDA MANZANA 8,3.394443,-76.532139,45,22.5,0,22.5,11.88,0,11.88,0.0,0.0,3,16 308,8,16 ,253,01,E,NIVELII,5303257,8742,07,14.18,0
E14928,CALLE 14 CRA 72,3.391475,-76.532644,10,5.0,0,5.0,1.61,0,1.61,0.0,0.0,2,16 303,3,16 ,251,01,E,NIVELII,1023292,8035,01,3.43,0
E7197,C47a #49a-41,3.398389,-76.515603,112.5,56.25,0,56.25,23.12,0,23.12,0.0,0.0,3,16 305,5,16 ,231,01,E,NIVELII,1098772,8330,01,37.1,0
P12478,cra 83 cl 15,3.38578,-76.530626,150,75.0,0,75.0,39.77,0,39.77,0.0,0.0,3,16 309,9,16 ,249,01,P,NIVELII,1234293,22873,07,47.72,0
P10538,C 18       113A      30                          -,3.357296,-76.530451,75,37.5,0,37.5,11.23,0,11.23,0.0,0.0,3,20 302,2,20 ,261,01,P,NIVELII,1473883,19112,01,11.23,0
P6352,cra 85b cl 14a,3.381319,-76.532236,112.5,56.25,0,56.25,29.83,0,29.83,0.0,0.0,3,16 309,9,16 ,249,01,P,NIVELII,5099773,8924,07,35.79,0
E10286,K091       017      001       0,3.376886,-76.528516,75,37.5,0,37.5,13.4,0,13.4,0.0,0.0,3,16 307,7,16 ,264,01,E,NIVELII,5027985,11645,01,13.4,0
E15361,,3.399377,-76.504692,75,37.5,0,37.5,18.34,0,18.34,0.0,0.0,3,10 317,17,10 ,230,01,T,,6439136,16423,01,28.37,0
E18513,K 99A       49       50                          -,3.367074,-76.514823,150,75.0,0,75.0,30.15,0,30.15,0.0,0.0,3,16 315,15,16 ,001,01,E,,2189429,22418,01,54.81,0
P8739,final de DOMINO,3.357972,-76.528998,75,37.5,0,37.5,11.23,0,11.23,0.0,0.0,3,20 302,2,20 ,261,01,P,NIVELII,5292981,10680,01,11.23,0
E15953,C42        67 B     500       0,3.39512,-76.518785,75,37.5,0,37.5,15.41,0,15.41,0.0,0.0,3,16 305,5,16 ,237,01,E,,6349633,17884,01,24.73,0
E20887,C 28       113       58                          0,3.354915,-76.521277,300,150.0,0,150.0,67.89,0,67.89,0.0,0.0,3,24 305,5,24 ,001,01,1,,2351307,25595,07,69.46,0
E18462,C 56G       49D      29                          -,3.391038,-76.508677,112.5,56.25,0,56.25,27.5,0,27.5,0.0,0.0,3,10 317,17,10 ,001,01,E,,2210410,22951,01,42.55,0
E21265,C 28       111       39ZC                        0,3.35674,-76.520899,225,112.5,0,112.5,50.92,0,50.92,0.0,0.0,3,24 305,5,24 ,001,01,1,,2510111,27500,07,52.1,0
P12286,hacienda,3.379724,-76.509415,75,37.5,0,37.5,15.08,0,15.08,0.0,0.0,3,16 315,15,16 ,001,01,P,NIVELII,2187248,22276,01,27.41,0
P8901,C 13        80       80                          -,3.385982,-76.539607,1250,625.0,0,625.0,335.42,0,335.42,0.0,0.0,3,20 304,4,20 ,250,01,P,,5300606,17096,07,349.2,0
E59667,K101 #17-119,3.365664,-76.528912,112.5,56.25,0,56.25,16.84,0,16.84,0.0,0.0,3,20 302,2,20 ,265,01,E,NIVELII,5015670,10702,01,16.84,0
P3474,CRA 84 CALLE 13B,3.383885,-76.535164,50,25.0,0,25.0,13.26,0,13.26,0.0,0.0,2,16 309,9,16 ,249,01,P,NIVELII,1132521,8847,01,15.91,0
P9613,RC 5/9 KR 94/95               0,3.376694,-76.542061,500,250.0,0,250.0,132.58,0,132.58,0.0,0.0,3,16 309,9,16 ,250,01,P,,6222102,15983,07,159.08,0
E18508,C 56D       48B      50                          0,3.392853,-76.508419,75,37.5,0,37.5,18.34,0,18.34,0.0,0.0,3,10 317,17,10 ,001,01,E,,2217929,23160,01,28.37,0
P10487,K 43A       54A     000                          0,3.399824,-76.506147,112.5,56.25,0,56.25,27.5,0,27.5,0.0,0.0,3,10 317,17,10 ,230,01,T,,6778780,16424,01,42.55,0
P4186,CL LOS PEDRONES,3.355665,-76.53538,25,12.5,0,12.5,3.74,0,3.74,0.0,0.0,2,20 302,2,20 ,261,01,P,NIVELII,1143115,11415,01,3.74,0
E5426,Av mara??on #15-74,3.363302,-76.533974,45,22.5,0,22.5,10.06,0,10.06,0.0,0.0,3,20 303,3,20 ,242,01,E,NIVELII,5043557,10651,01,10.06,0
P11355,C 19       109       36                          0,3.359157,-76.530031,150,75.0,0,75.0,22.45,0,22.45,0.0,0.0,3,20 302,2,20 ,261,01,P,,6763316,19106,01,22.45,0
E4202,CALLE 10A N? 67A-60,3.395863,-76.541434,75,37.5,0,37.5,18.02,0,18.02,0.0,0.0,2,16 317,17,16 ,258,01,E,NIVELII,1108514,8089,01,18.02,0
P3994,Torremolinos,3.398158,-76.526916,112.5,56.25,0,56.25,20.34,0,20.34,0.0,0.0,3,16 311,11,16 ,255,01,P,NIVELII,1019953,9105,01,41.83,0
E17360,K 85D       48      180                          0,3.380302,-76.514466,225,112.5,0,112.5,69.88,0,69.88,0.0,0.0,3,16 314,14,16 ,245,01,E,,6458114,20145,07,74.93,0
P11005,RBALCON CAMPESTRE TORRE 3-4                      -,3.370071,-76.541501,400,200.0,0,200.0,107.33,0,107.33,0.0,0.0,3,20 304,4,20 ,265,01,P,,6749658,18343,07,111.75,0
P3729,K115A      14       500       0,3.353173,-76.537152,45,22.5,0,22.5,12.49,0,12.49,0.0,0.0,3,20 305,5,20 ,261,01,P,NIVELII,1114247,12244,01,12.68,0
E20909,C 49       112       25ZC                        0,3.355995,-76.514817,400,200.0,0,200.0,90.52,0,90.52,0.0,0.0,3,24 305,5,24 ,001,01,1,,2408082,26426,07,92.61,0
E8838,CLL 11b,3.368355,-76.54016,112.5,56.25,0,56.25,30.19,0,30.19,0.0,0.0,3,20 304,4,20 ,247,01,E,NIVELII,5514118,10772,01,31.43,0
P8934,Calle 3C No. 65-93,3.398695,-76.548345,45,22.5,0,22.5,11.88,0,11.88,0.0,0.0,3,16 308,8,16 ,285,01,P,NIVELII,5302544,8687,01,14.18,0
P6486,cra83c cl 14a edif ma. teresa,3.384018,-76.531114,37.5,18.75,0,18.75,9.94,0,9.94,0.0,0.0,2,16 309,9,16 ,249,01,P,NIVELII,5105722,8914,07,11.93,0
P5346,K085C      016      001       0,3.380354,-76.528357,225,112.5,0,112.5,225,0,225.0,0.0,0.0,3,16 314,14,16 ,249,01,P,,5047838,15695,07,225,0
P13538,K 99A       45      200                          -,3.367119,-76.517518,75,37.5,0,37.5,15.08,0,15.08,0.0,0.0,3,16 315,15,16 ,001,01,P,,1874705,25538,01,27.41,0
P6547,CONS MELENDEZ,3.365407,-76.530596,150,75.0,0,75.0,22.45,0,22.45,0.0,0.0,3,20 302,2,20 ,265,01,P,NIVELII,5130395,11422,07,22.45,0
P7595,C025       118      000       0,3.352753,-76.51287,45,22.5,0,22.5,10.18,0,10.18,0.0,0.0,3,24 305,5,24 ,001,01,P,NIVELII,5207053,11772,01,10.42,0
P4247,CALLE 15 CRA 83A,3.385183,-76.530202,75,37.5,0,37.5,19.89,0,19.89,0.0,0.0,3,16 309,9,16 ,249,01,P,NIVELII,1133314,8819,01,23.86,0
E18523,K 50        56E      00                          -,3.390719,-76.510391,75,37.5,0,37.5,18.34,0,18.34,0.0,0.0,3,10 317,17,10 ,001,01,E,,2217813,23220,01,28.37,0
P3844,KR113 #11-49,3.357456,-76.543368,150,75.0,0,75.0,33.55,0,33.55,0.0,0.0,3,20 303,3,20 ,242,01,P,,1233611,16004,07,33.55,0
P4588,cra85c cl14,3.380916,-76.533791,225,112.5,0,112.5,59.66,0,59.66,0.0,0.0,3,16 309,9,16 ,249,01,P,NIVELII,5142032,8932,07,71.58,0
P3039,calle 6 cra 77A,3.388771,-76.544515,45,22.5,0,22.5,7.27,0,7.27,0.0,0.0,3,16 303,3,16 ,252,01,P,NIVELII,1100106,8118,01,15.42,0
P11874,C  4     N  75       72                          0,3.389603,-76.546408,75,37.5,0,37.5,12.11,0,12.11,0.0,0.0,3,16 303,3,16 ,277,01,P,NIVELII,5031613,24914,01,25.7,0
P14538,K 50        55      118TR 2                      0,3.381729,-76.507317,112.5,56.25,0,56.25,22.62,0,22.62,0.0,0.0,3,16 315,15,16 ,001,01,2,,2801752,27944,01,41.11,0
P11688,RCASA EL TOBOSO - PARCLN. ANDALUCIA CL.51 K.118 -0,3.353783,-76.51226,15,7.5,0,7.5,3.39,0,3.39,0.0,0.0,2,24 305,5,24 ,001,01,P,,1773445,20391,01,3.47,0
E17813,K116        18       15                          0,3.352908,-76.52939,400,200.0,0,200.0,111.06,0,111.06,0.0,0.0,3,20 305,5,20 ,261,01,E,,6700225,20819,07,112.7,0
E10383,Av la voragine,3.35141,-76.53044,10,5.0,0,5.0,1.5,0,1.5,0.0,0.0,2,20 302,2,20 ,261,01,E,NIVELII,5279275,10684,01,1.5,0
P8826,K116       012      500       0,3.352162,-76.53876,45,22.5,0,22.5,12.49,0,12.49,0.0,0.0,3,20 305,5,20 ,261,01,P,NIVELII,1231707,12220,01,12.68,0
E7371,CALLE 10A CRA 72,3.392692,-76.542135,10,5.0,0,5.0,2.4,0,2.4,0.0,0.0,2,16 317,17,16 ,254,01,E,NIVELII,1023128,8077,01,2.4,0
E11845,K 83E       46       10                          -,3.382206,-76.517084,225,112.5,0,112.5,69.88,0,69.88,0.0,0.0,3,16 314,14,16 ,001,01,E,,1745581,20483,07,74.93,0
E20138,K115       011      301                          0,3.355098,-76.539684,112.5,56.25,0,56.25,16.84,0,16.84,0.0,0.0,3,20 302,2,20 ,001,01,E,,2187256,24376,07,16.84,0
E13971,cll3 kra85,3.38059,-76.549107,10,5.0,0,5.0,2.04,0,2.04,0.0,0.0,2,16 306,6,16 ,280,01,E,NIVELII,1110543,12188,01,3.09,0
P13501,,3.38437,-76.511304,112.5,56.25,0,56.25,22.62,0,22.62,0.0,0.0,3,16 315,15,16 ,001,01,P,,2357631,25599,01,41.11,0
E20864,K 65         9       16ZC                        0,3.399849,-76.542826,150,75.0,0,75.0,39.6,0,39.6,0.0,0.0,3,16 308,8,16 ,001,01,1,NIVELI,5744792,26571,01,47.27,0
P6516,UNIVALLE FUNDACION DE APOYO,3.375017,-76.536908,112.5,56.25,0,56.25,29.83,0,29.83,0.0,0.0,3,16 309,9,16 ,243,01,P,NIVELII,5124387,10597,07,35.79,0
P4275,RCEN. COM. LA FONTANA                            -,3.39673,-76.537804,225,112.5,0,112.5,59.4,0,59.4,0.0,0.0,3,16 308,8,16 ,257,01,P,NIVELII,1221779,8762,02,70.91,0
E19136,AV RIO  LILI,3.367321,-76.540787,15,7.5,0,7.5,4.03,0,4.03,0.0,0.0,2,20 304,4,20 ,242,01,E,NIVELII,5192595,24384,01,4.19,0
E16010,,3.384869,-76.518804,75,37.5,0,37.5,23.29,0,23.29,0.0,0.0,3,16 314,14,16 ,245,01,E,,6485588,18310,01,24.98,0
P5316,C.C LIMONAR,3.39544,-76.53853,225,112.5,0,112.5,54.07,0,54.07,0.0,0.0,3,16 317,17,16 ,254,01,P,NIVELII,5041856,13248,07,54.07,0
E9565,CONS MELENDEZ,3.365428,-76.530803,112.5,56.25,0,56.25,16.84,0,16.84,0.0,0.0,3,20 302,2,20 ,265,01,E,NIVELII,5019311,10692,01,16.84,0
P10411,C025       085C      00                          0,3.38004,-76.525835,300,150.0,0,150.0,300,0,300.0,0.0,0.0,3,16 314,14,16 ,249,01,P,,6432051,16972,07,300,0
P7099,Cll4 #79-20,3.386067,-76.546322,225,112.5,0,112.5,45.86,0,45.86,0.0,0.0,3,16 306,6,16 ,278,01,P,NIVELII,5168791,8392,07,69.6,0
P2499,C  3C       73       49                          0,3.391253,-76.547608,75,37.5,0,37.5,12.11,0,12.11,0.0,0.0,3,16 303,3,16 ,277,01,P,NIVELII,1108298,8175,01,25.7,0
P069,K116       16 A     500       0,3.351645,-76.534091,50,25.0,0,25.0,13.88,0,13.88,0.0,0.0,2,20 305,5,20 ,261,01,P,NIVELII,1114417,12254,01,14.09,0
P4207,cra85b cl13b,3.380368,-76.534602,300,150.0,0,150.0,79.55,0,79.55,0.0,0.0,3,16 309,9,16 ,249,01,P,NIVELII,1215426,8936,07,95.45,0
P9605,C9         65       45        0,3.399081,-76.544321,75,37.5,0,37.5,19.8,0,19.8,0.0,0.0,3,16 308,8,16 ,259,01,P,,6222455,16247,07,23.64,0
P10706,RC.R.BONAIRE K85#45-88                           -,3.379828,-76.517165,225,112.5,0,112.5,69.88,0,69.88,0.0,0.0,3,16 314,14,16 ,245,01,P,,6499244,17627,07,74.93,0
P14017,,3.355888,-76.523541,30,15.0,0,15.0,6.79,0,6.79,0.0,0.0,3,24 305,5,24 ,001,01,2,,6540872,26518,01,6.95,0
E17519,Av. Puente palma Calle 11 Cra 66,3.39806,-76.540161,112.5,56.25,0,56.25,29.7,0,29.7,0.0,0.0,3,16 308,8,16 ,258,01,E,NIVELII,5301335,20345,01,35.45,0
P10153,C5         66 B     69        0,3.396132,-76.546028,225,112.5,0,112.5,54.07,0,54.07,0.0,0.0,3,16 317,17,16 ,259,01,P,,6788033,16580,07,54.07,0
E11935,Cll4 Kra81,3.384414,-76.54604,112.5,56.25,0,56.25,22.93,0,22.93,0.0,0.0,3,16 306,6,16 ,280,01,E,NIVELII,1110420,8410,01,34.8,0
E18515,C 44       109       80                          -,3.358336,-76.518693,300,150.0,0,150.0,67.89,0,67.89,0.0,0.0,3,24 305,5,24 ,001,01,E,,2187931,25885,07,69.46,0
P4301,EDIF SORRENTO,3.390497,-76.544889,225,112.5,0,112.5,36.33,0,36.33,0.0,0.0,3,16 303,3,16 ,252,01,P,NIVELII,1234404,13253,07,77.1,0
E14061,Cra 66 No. 11-37,3.398316,-76.539825,112.5,56.25,0,56.25,29.7,0,29.7,0.0,0.0,3,16 308,8,16 ,258,01,E,NIVELII,6411118,22757,01,35.45,0
P8001,Cll4 Kra81,3.384818,-76.545825,75,37.5,0,37.5,15.29,0,15.29,0.0,0.0,3,16 306,6,16 ,269,01,P,NIVELII,5248876,8411,01,23.2,0
P12991,C 25       117      128                          0,3.351756,-76.524091,15,7.5,0,7.5,3.39,0,3.39,0.0,0.0,2,24 305,5,24 ,001,01,P,,2311275,24310,01,3.47,0
P3727,K116       013      500       0,3.351971,-76.537747,25,12.5,0,12.5,6.94,0,6.94,0.0,0.0,2,20 305,5,20 ,261,01,P,NIVELII,1114140,12230,01,7.04,0
P6695,CONJ CLLE 3,3.372163,-76.549918,45,22.5,0,22.5,12.08,0,12.08,0.0,0.0,3,20 304,4,20 ,279,01,P,NIVELII,5213959,10916,01,12.57,0
P7412,cra 82 cl6a,3.384299,-76.541249,50,25.0,0,25.0,13.26,0,13.26,0.0,0.0,2,16 309,9,16 ,250,01,P,NIVELII,5191351,8974,07,15.91,0
P3333,cra87 cl12,3.37838,-76.53861,500,250.0,0,250.0,132.58,0,132.58,0.0,0.0,3,16 309,9,16 ,260,01,P,NIVELII,1217275,8954,07,159.08,0
P11539,REDS CAÑASGDAS K114B C18                         -,3.353301,-76.531044,300,150.0,0,150.0,44.9,0,44.9,0.0,0.0,3,20 302,2,20 ,001,01,P,,1480006,19534,07,44.9,0
P10933,K 11       100      121                          -,3.371427,-76.540788,630,315.0,0,315.0,169.05,0,169.05,0.0,0.0,3,20 304,4,20 ,001,01,P,,6752608,18645,07,176,0
E12243,CALLE 15 CRA 76,3.389169,-76.530036,112.5,56.25,0,56.25,29.83,0,29.83,0.0,0.0,3,16 309,9,16 ,263,01,E,NIVELII,5169615,8027,01,35.79,0
P14317,C 34        99       01                          0,3.367225,-76.522039,150,75.0,0,75.0,33.95,0,33.95,0.0,0.0,3,24 305,5,24 ,001,01,2,,2511592,27349,01,34.73,0
P2275,K077A      009A     035       0,3.38926,-76.542859,225,112.5,0,112.5,36.33,0,36.33,0.0,0.0,3,16 303,3,16 ,252,01,P,NIVELII,1100271,11846,01,77.1,0
E18511,K 48B       56F 1    00                          -,3.392456,-76.507636,75,37.5,0,37.5,18.34,0,18.34,0.0,0.0,3,10 317,17,10 ,001,01,E,,2207087,23140,01,28.37,0
E13313,CLL50 CR85,3.381931,-76.514692,112.5,56.25,0,56.25,34.94,0,34.94,0.0,0.0,3,16 314,14,16 ,245,01,E,NIVELII,5237181,9216,01,37.46,0
E16157,,3.387917,-76.517117,112.5,56.25,0,56.25,34.94,0,34.94,0.0,0.0,3,16 314,14,16 ,245,01,E,,6741649,17921,01,37.46,0
E16148,,3.374124,-76.519297,112.5,56.25,0,56.25,22.62,0,22.62,0.0,0.0,3,16 315,15,16 ,246,01,E,,6754902,18304,01,41.11,0
E7695,Clle 4,3.372452,-76.547263,112.5,56.25,0,56.25,30.19,0,30.19,0.0,0.0,3,20 304,4,20 ,282,01,E,NIVELII,1105434,10958,01,31.43,0
P10489,C 54D       43A     000                          0,3.399235,-76.505615,112.5,56.25,0,56.25,27.5,0,27.5,0.0,0.0,3,10 317,17,10 ,230,01,T,,6778879,16422,01,42.55,0
E10033,CALLE 32 N 78-50,3.388077,-76.522112,112.5,56.25,50,6.25,34.94,50,-15.060000000000002,88.88888888888889,143.10246136233545,3,16 314,14,16 ,245,01,E,NIVELII,5017858,9158,01,37.46,50
P2898,cra89 cl11,3.377604,-76.539757,500,250.0,0,250.0,132.58,0,132.58,0.0,0.0,3,16 309,9,16 ,260,01,P,NIVELII,1217259,8961,07,159.08,0
E7193,C47 #48c-63,3.399176,-76.515284,75,37.5,0,37.5,15.41,0,15.41,0.0,0.0,3,16 305,5,16 ,231,01,E,NIVELII,1098748,8329,01,24.73,0
