codTrafo,dirTrafo,latTrafo,lngTrafo,potencia,potenciaDisponible,potenciaSoliAprobadas,potenciaNeta,demandaEnergiaUno,energiaEntregarHora,energiaDisponible,pctPotencia,pctEnergia,fases,codCircuito,circuito,codSubE,codBarrio,codCiudad,codPropietario,formTrafo,nodoTrafo,codTrafoDis,codigoTipoApoyo,demandaEnergiaDos,energiaEntregarHoraPico
P9017,K  1B       39       5701                        0,3.465859,-76.511084,225,112.5,0,112.5,38.52,0,38.52,0.0,0.0,3,03 310,10,03 ,051,01,P,,5305527,16981,02,38.52,0
P7795,av3n  39-07,3.475864,-76.519115,37.5,18.75,0,18.75,15.88,0,15.88,0.0,0.0,3,02 311,11,02 ,026,01,P,NIVELII,5218071,1565,07,15.88,0
P2789,cll28 #9-46,3.451138,-76.516515,75,37.5,0,37.5,14.62,0,14.62,0.0,0.0,3,03 308,8,03 ,119,01,P,NIVELII,1029771,2239,01,14.62,0
P14384,K 11        48B      30                          0,3.450365,-76.503598,75,37.5,0,37.5,27.35,0,27.35,0.0,0.0,3,04 306,6,04 ,001,01,2,,2528533,27460,01,27.35,0
E18674,CR 5 42N-35,3.471232,-76.512967,75,37.5,0,37.5,18.38,0,18.38,0.0,0.0,3,03 301,1,03 ,057,01,E,NIVELII,1050354,23949,01,18.38,0
P14251,,3.470963,-76.52669,112.5,56.25,0,56.25,47.65,0,47.65,0.0,0.0,3,02 311,11,02 ,001,01,2,,2511002,27302,01,47.65,0
E11042,cl40n  7n-05,3.471376,-76.515165,112.5,56.25,0,56.25,47.65,0,47.65,0.0,0.0,3,02 311,11,02 ,059,01,E,NIVELII,1050737,1508,01,47.65,0
E20657,Calle 51N No. 5N-42,3.477595,-76.50763,112.5,56.25,0,56.25,29.02,0,29.02,0.0,0.0,3,17 316,16,17 ,061,01,1,NIVELII,1051253,27134,01,29.02,0
P6245,AV 6AN #42-01,3.480681,-76.525818,75,37.5,0,37.5,22.41,0,22.41,0.0,0.0,3,23 303,3,23,019,01,P,NIVELII,5104351,1596,01,22.41,0
P6512,cr2a  44-42,3.465354,-76.507839,150,75.0,0,75.0,25.68,0,25.68,0.0,0.0,3,03 310,10,03 ,051,01,P,NIVELII,5154847,2400,02,25.68,0
P2192,AV5CN #24N-93,3.467029,-76.529708,75,37.5,0,37.5,25.82,0,25.82,0.0,0.0,3,02 304,4,02 ,015,01,P,NIVELII,1040383,1116,01,25.82,0
E14406,CL 34 CR 2,3.466218,-76.516517,112.5,56.25,0,56.25,27.58,0,27.58,0.0,0.0,3,03 301,1,03 ,054,01,E,NIVELII,1049356,2009,01,27.58,0
E16974,CL 47CN AV 3N KOKORICO,3.481272,-76.514951,112.5,56.25,0,56.25,33.62,0,33.62,0.0,0.0,3,14 306,6,14 ,025,01,E,NIVELII,1052446,26270,01,33.62,0
E8280,Cra. 9 No. 22a-77,3.450851,-76.52058,112.5,56.25,0,56.25,12.33,0,12.33,0.0,0.0,3,03 314,14,03 ,138,01,E,NIVELII,1033646,2488,01,12.33,0
E19470,A  2E    N  55B    N 00                          0,3.483988,-76.509132,112.5,56.25,0,56.25,29.3,0,29.3,0.0,0.0,3,14 306,6,14 ,023,01,E,NIVELII,1008919,25519,02,37.29,0
E600,K005A      024      070                          0,3.456815,-76.52065,200,100.0,0,100.0,11.54,0,11.54,0.0,0.0,3,03 303,3,03 ,042,01,E,NIVELII,1198343,12881,02,11.54,0
E21274,cll 19 #1-73,3.45686,-76.527398,112.5,56.25,0,56.25,6.49,0,6.49,0.0,0.0,3,03 303,3,03 ,043,01,1,NIVELII,1044397,28203,01,6.49,0
P131,C 23A    N   3       75                          0,3.463415,-76.526352,160,80.0,0,80.0,55.08,0,55.08,0.0,0.0,3,02 304,4,02 ,015,01,P,NIVELII,1184059,1179,07,55.08,0
E14198,CL 54N AV 9AN,3.492005,-76.533789,112.5,56.25,0,56.25,34.59,0,34.59,0.0,0.0,3,23 301,1,23,001,01,E,NIVELII,5305390,1661,01,41.4,0
E9265,cl41n 2b-36,3.474573,-76.51581,112.5,56.25,0,56.25,47.65,0,47.65,0.0,0.0,3,02 311,11,02 ,026,01,E,NIVELII,1055305,1496,01,47.65,0
P8058,AV 6CN #35N-95,3.474974,-76.529387,500,250.0,0,250.0,172.88,0,172.88,0.0,0.0,3,02 313,13,02 ,024,01,P,NIVELII,5250277,11368,07,172.88,0
P4754,Calle 45 No. 1E-73,3.466971,-76.507679,150,75.0,0,75.0,24.56,0,24.56,0.0,0.0,3,03 315,15,03 ,052,01,P,NIVELII,5018536,2621,02,24.56,0
E16429,AV 9N #53N-25,3.491546,-76.534663,75,37.5,0,37.5,23.06,0,23.06,0.0,0.0,3,23 301,1,23,028,01,E,NIVELII,5084741,1660,01,27.6,0
P666,CR 6 #13-29,3.451636,-76.530953,315,157.5,0,157.5,-60.54,0,-60.54,0.0,0.0,3,06 302,2,06 ,041,01,P,NIVELII,1168941,12934,07,-60.54,0
E12509,cl 30 2bn-56,3.471309,-76.524999,75,37.5,0,37.5,31.77,0,31.77,0.0,0.0,3,02 311,11,02 ,015,01,E,NIVELII,1053175,1436,01,31.77,0
E13915,cra4cll11,3.452182,-76.533147,500,250.0,0,250.0,-96.1,0,-96.1,0.0,0.0,3,06 305,5,06 ,041,01,E,NIVELII,1177541,5512,07,-96.1,0
E3958,Cra. 9 No. 20-26,3.450218,-76.52342,45,22.5,0,22.5,12.33,0,12.33,0.0,0.0,3,03 314,14,03 ,137,01,E,NIVELII,5183472,2500,01,12.33,0
E12353,Cra 2A No. 46A-37,3.466549,-76.50514,112.5,56.25,0,56.25,18.42,0,18.42,0.0,0.0,3,03 315,15,03 ,052,01,E,NIVELII,1032721,3897,01,18.42,0
P4146,cll 57n av 2in,3.487069,-76.510371,150,75.0,0,75.0,39.06,0,39.06,0.0,0.0,3,14 306,6,14 ,023,01,P,NIVELII,1213521,7797,07,49.72,0
E3816,cl36n 2an-56,3.471237,-76.517708,75,37.5,0,37.5,31.77,0,31.77,0.0,0.0,2,02 311,11,02 ,017,01,E,NIVELII,1054911,1538,01,31.77,0
E11774,AV 6BN #42N-50,3.481206,-76.526469,75,37.5,0,37.5,22.41,0,22.41,0.0,0.0,3,23 303,3,23,019,01,E,NIVELII,1048597,11999,01,22.41,0
P10589,K  7        13       70                          -,3.450515,-76.530232,500,250.0,0,250.0,-2.59,0,-2.59,0.0,0.0,3,06 302,2,06 ,041,01,P,,6354203,17282,07,-2.59,0
P7455,AV 6N #47A-22,3.485664,-76.525542,150,75.0,0,75.0,46.12,0,46.12,0.0,0.0,3,23 301,1,23,018,01,P,NIVELII,5202817,1727,07,55.2,0
E9264,cra 5   #27-06,3.457437,-76.518421,112.5,56.25,0,56.25,6.49,0,6.49,0.0,0.0,3,03 303,3,03 ,047,01,E,NIVELII,1039920,12867,01,6.49,0
E15849,cl42g  3f-09,3.478639,-76.521227,112.5,56.25,0,56.25,47.65,0,47.65,0.0,0.0,3,02 311,11,02 ,026,01,E,NIVELII,1052926,20645,01,47.65,0
E14631,Cra  6N No. 63n-36,3.48387,-76.501689,100,50.0,0,50.0,25.8,0,25.8,0.0,0.0,3,17 316,16,17 ,067,01,E,NIVELII,1120492,9898,01,25.8,0
P3663,EDF MIGUEL CALERO,3.450832,-76.533322,150,75.0,0,75.0,27.42,0,27.42,0.0,0.0,3,06 303,3,06 ,041,01,P,NIVELII,1169696,5466,07,27.42,0
E6668,CL 45N AV 2FN,3.478,-76.514719,75,37.5,0,37.5,22.41,0,22.41,0.0,0.0,3,14 306,6,14 ,026,01,E,NIVELII,1052101,15783,01,22.41,0
P7062,C021     NA005      020       0,3.46164,-76.528604,112.5,56.25,0,56.25,38.73,0,38.73,0.0,0.0,3,02 304,4,02 ,014,01,P,,5163242,19875,07,38.73,0
P14401,C 40     N   3       33                          0,3.469064,-76.513152,150,75.0,0,75.0,36.77,0,36.77,0.0,0.0,3,03 301,1,03 ,001,01,2,,2427613,27644,01,36.77,0
P1938,cl41  cr5,3.460092,-76.508833,112.5,56.25,0,56.25,13.48,0,13.48,0.0,0.0,3,03 307,7,03 ,062,01,P,NIVELII,1030671,2124,01,13.48,0
E9515,Calle 35N No. 1n-91,3.465942,-76.515693,225,112.5,0,112.5,17.49,0,17.49,0.0,0.0,3,03 316,16,03 ,063,01,E,NIVELII,1039598,2744,02,17.49,0
E19125,K  1D   -   46       50                          -,3.47011,-76.506661,400,200.0,0,200.0,68.49,0,68.49,0.0,0.0,3,03 310,10,03 ,001,01,E,,2208253,24055,07,68.49,0
P11381,C 42     N   7     N 71                          0,3.481298,-76.528803,225,112.5,0,112.5,69.19,0,69.19,0.0,0.0,3,23 301,1,23,001,01,P,,1472798,18965,07,82.79,0
E3348,cll 57n #3bn-25,3.48736,-76.514328,75,37.5,0,37.5,19.53,0,19.53,0.0,0.0,2,14 306,6,14 ,027,01,E,NIVELII,1112970,11496,01,24.86,0
E8468,cra 2a#23-16,3.458776,-76.523563,150,75.0,0,75.0,8.65,0,8.65,0.0,0.0,3,03 303,3,03 ,042,01,E,NIVELII,1044273,12905,02,8.65,0
E17037,Cra 10 No. 45-50,3.451507,-76.503083,112.5,56.25,0,56.25,27.79,0,27.79,0.0,0.0,3,07 305,5,07 ,120,01,E,NIVELII,1007009,23040,01,30.56,0
P8129,CL 70 CR 3N,3.491238,-76.510628,630,315.0,0,315.0,171.6,0,171.6,0.0,0.0,3,09 534,34,09 ,001,01,P,NIVELII,5265789,6611,07,171.6,0
E12864,A006     N 028      045       0,3.469971,-76.528093,112.5,56.25,0,56.25,38.9,0,38.9,0.0,0.0,3,02 313,13,02 ,016,01,E,NIVELII,1044591,1580,01,38.9,0
E9323,av3n cll 56n,3.486648,-76.512325,112.5,56.25,0,56.25,29.3,0,29.3,0.0,0.0,3,14 306,6,14 ,027,01,E,NIVELII,1112881,7738,01,37.29,0
E3406,AV 5AN #44N-46,3.482204,-76.524387,75,37.5,0,37.5,22.41,0,22.41,0.0,0.0,3,23 303,3,23,018,01,E,NIVELII,1047728,1613,01,22.41,0
P11347,CL12 #4-33,3.452296,-76.531898,500,250.0,0,250.0,-96.1,0,-96.1,0.0,0.0,3,06 302,2,06 ,041,01,P,,1177478,18807,07,-96.1,0
E5971,Cra 1C1 No. 52-47,3.473495,-76.502722,150,75.0,0,75.0,31.04,0,31.04,0.0,0.0,3,17 315,15,17 ,082,01,E,NIVELII,5080096,9802,01,53.45,0
E13792,AV 4N #38N-08,3.476541,-76.523332,75,37.5,0,37.5,27.25,0,27.25,0.0,0.0,3,23 303,3,23,017,01,E,NIVELII,1052802,15364,01,27.25,0
E8390,CL 49N AV 3GN PARQUE,3.48518,-76.519354,75,37.5,0,37.5,22.41,0,22.41,0.0,0.0,3,14 306,6,14 ,027,01,E,NIVELII,1051725,15404,01,22.41,0
E18877,av  2cn      23an64,3.463137,-76.524352,150,75.0,0,75.0,51.85,0,51.85,0.0,0.0,3,02 314,14,02 ,015,01,E,NIVELII,1043455,23545,02,51.85,0
E17028,cll  18     4-21,3.454737,-76.527339,112.5,56.25,0,56.25,38.89,0,38.89,0.0,0.0,3,02 306,6,02 ,042,01,E,NIVELII,5299578,20850,01,38.89,0
E13023,CL 4 O #43A-16,3.485001,-76.545256,112.5,56.25,0,56.25,46.32,0,46.32,0.0,0.0,3,02 315,15,02 ,001,01,E,NIVELII,5152224,1859,01,46.32,0
E19307,C028       006      020                          0,3.456465,-76.517591,150,75.0,0,75.0,17.97,0,17.97,0.0,0.0,3,03 307,7,03 ,047,01,E,NIVELII,1031872,25195,01,17.97,0
E9782,AV9N #15N-08,3.460221,-76.534854,112.5,56.25,0,56.25,33.99,0,33.99,0.0,0.0,3,02 303,3,02 ,013,01,E,NIVELII,5084679,1091,01,60.59,0
E17049,CL 45AN CR 1,3.472339,-76.50865,150,75.0,0,75.0,36.77,0,36.77,0.0,0.0,3,03 301,1,03 ,058,01,E,NIVELII,5141028,19837,01,36.77,0
P5404,cl35an  av2en,3.469096,-76.520223,300,150.0,0,150.0,73.54,0,73.54,0.0,0.0,3,03 301,1,03 ,017,01,P,NIVELII,5047498,1576,07,73.54,0
E19078,MONTEBELLO,3.488625,-76.548441,75,37.5,0,37.5,30.88,0,30.88,0.0,0.0,3,02 315,15,02 ,001,01,E,NIVELII,5002273,23787,01,30.88,0
E11272,CL 51N #2AN-59,3.481295,-76.51116,112.5,56.25,0,56.25,33.62,0,33.62,0.0,0.0,3,14 306,6,14 ,025,01,E,NIVELII,1052586,16165,01,33.62,0
P7920,CL 34 AV 2AN,3.469768,-76.518731,630,315.0,0,315.0,154.43,0,154.43,0.0,0.0,3,03 301,1,03 ,017,01,P,NIVELII,5232180,19625,07,154.43,0
P7468,AVD 4N 7N-45,3.454787,-76.537267,300,150.0,0,150.0,132.39,0,132.39,0.0,0.0,3,02 307,7,02 ,011,01,P,NIVELII,5188407,1402,07,132.39,0
P7262,Av2B2#73B+98,3.49404,-76.504345,150,75.0,0,75.0,29.62,0,29.62,0.0,0.0,3,14 310,10,14 ,001,01,P,NIVELII,5181607,7838,02,54.65,0
E19319,Cl21 #2n-10,3.460461,-76.527026,75,37.5,0,37.5,25.82,0,25.82,0.0,0.0,3,02 304,4,02 ,014,01,E,NIVELII,1154036,25236,01,25.82,0
P5124,av  benalcazar  cl5a,3.450165,-76.546899,150,75.0,0,75.0,42.14,0,42.14,0.0,0.0,3,01 304,4,01 ,009,01,P,NIVELII,5052670,9,07,42.14,0
P4171,CL 56 AV 7N - 7AN,3.490521,-76.525657,75,37.5,0,37.5,23.06,0,23.06,0.0,0.0,3,23 301,1,23,022,01,P,NIVELII,1044974,1649,01,27.6,0
P1112,AV8N#16N-45,3.460098,-76.53268,30,15.0,0,15.0,13.24,0,13.24,0.0,0.0,3,02 307,7,02 ,013,01,P,NIVELII,1041525,1333,01,13.24,0
P4634,Calle 50 Cra 5 N,3.48114,-76.504495,45,22.5,0,22.5,11.61,0,11.61,0.0,0.0,3,17 316,16,17 ,066,01,P,NIVELII,1054236,9940,01,11.61,0
E13378,cll 60n #3bn-115,3.488964,-76.513335,75,37.5,0,37.5,19.53,0,19.53,0.0,0.0,3,14 306,6,14 ,027,01,E,NIVELII,5010578,7707,01,24.86,0
P8720,AV 3GN CL 47N,3.482455,-76.519549,75,37.5,0,37.5,22.41,0,22.41,0.0,0.0,3,14 306,6,14 ,026,01,P,NIVELII,5292395,15389,01,22.41,0
P1277,av 3n #54n-23,3.485743,-76.513161,150,75.0,0,75.0,39.06,0,39.06,0.0,0.0,3,14 306,6,14 ,027,01,P,NIVELII,1113194,11504,02,49.72,0
E20505,C 33A       10       29                          -,3.451215,-76.511776,112.5,56.25,0,56.25,21.93,0,21.93,0.0,0.0,3,03 308,8,03 ,119,01,1,NIVELII,1014421,26358,01,21.93,0
P12638,C 53         3       30                          -,3.465829,-76.500081,800,400.0,0,400.0,130.96,0,130.96,0.0,0.0,3,03 315,15,03 ,001,01,P,,2224755,23286,07,130.96,0
E6935,Calle 46 Cra 2B,3.465748,-76.505555,45,22.5,0,22.5,7.37,0,7.37,0.0,0.0,3,03 315,15,03 ,052,01,E,NIVELII,1032755,17163,01,7.37,0
E5072,cr8n 43n-04,3.47328,-76.513925,50,25.0,0,25.0,21.18,0,21.18,0.0,0.0,2,02 311,11,02 ,059,01,E,NIVELII,1050648,22289,01,21.18,0
P12574,A  7A    N  56      128                          -,3.489638,-76.52601,150,75.0,0,75.0,46.12,0,46.12,0.0,0.0,3,23 301,1,23,001,01,P,,2203731,23214,07,55.2,0
P5991,cl36a  cr5,3.460016,-76.511538,150,75.0,0,75.0,17.97,0,17.97,0.0,0.0,3,03 307,7,03 ,050,01,P,NIVELII,1030728,2229,01,17.97,0
P5660,C038       001      153                          0,3.464705,-76.512406,150,75.0,0,75.0,11.66,0,11.66,0.0,0.0,3,03 316,16,03 ,048,01,P,NIVELII,5062926,2723,02,11.66,0
E12533,CR 7 46AN-24,3.475224,-76.510836,112.5,56.25,0,56.25,27.58,0,27.58,0.0,0.0,3,03 301,1,03 ,058,01,E,NIVELII,1050826,20677,01,27.58,0
P5952,Cl23 #3n-33,3.462543,-76.526807,225,112.5,0,112.5,77.45,0,77.45,0.0,0.0,3,02 304,4,02 ,015,01,P,NIVELII,5075297,1176,07,77.45,0
P5670,Cl21n #3n-54,3.461268,-76.527743,112.5,56.25,0,56.25,38.73,0,38.73,0.0,0.0,3,02 304,4,02 ,014,01,P,NIVELII,5102804,15339,01,38.73,0
E18109,A  5B    N  20     N 35                          -,3.456443,-76.535851,225,112.5,0,112.5,99.29,0,99.29,0.0,0.0,3,02 307,7,02 ,001,01,E,,2109603,22157,07,99.29,0
P9982,C 13        39      000                          1,3.493713,-76.514489,225,112.5,0,112.5,31.83,0,31.83,0.0,0.0,3,14 305,5,14 ,001,01,P,,6348980,16243,07,31.83,0
E1471,,3.450643,-76.532809,500,250.0,0,250.0,56.48,0,56.48,0.0,0.0,3,06 304,4,06 ,041,01,E,,1178008,5488,07,56.48,0
P10458,cra  4b  #26-24,3.458278,-76.519213,225,112.5,0,112.5,12.98,0,12.98,0.0,0.0,3,03 303,3,03 ,047,01,P,NIVELII,1039814,17084,02,12.98,0
P1718,av4-5,3.453169,-76.543483,225,112.5,0,112.5,83.01,0,83.01,0.0,0.0,3,01 311,11,01 ,010,01,P,NIVELII,1204408,14937,07,88.04,0
E12166,cr8n  45-04,3.475266,-76.512134,50,25.0,0,25.0,21.18,0,21.18,0.0,0.0,2,02 311,11,02 ,059,01,E,NIVELII,1050605,1517,01,21.18,0
E19063,,3.488764,-76.547172,75,37.5,0,37.5,30.88,0,30.88,0.0,0.0,3,02 315,15,02 ,001,01,E,,5235294,24117,01,30.88,0
E14403,AV 2A BIS  31-42,3.465349,-76.520394,112.5,56.25,0,56.25,27.58,0,27.58,0.0,0.0,3,03 301,1,03 ,017,01,E,NIVELII,1049585,2001,01,27.58,0
P072,kra  39#14-179,3.491857,-76.51001,25,12.5,0,12.5,3.54,0,3.54,0.0,0.0,2,14 305,5,14 ,001,01,P,NIVELII,1118188,7679,01,3.54,0
P4517,C020A    N 005      052       0,3.461355,-76.529527,45,22.5,0,22.5,15.49,0,15.49,0.0,0.0,3,02 304,4,02 ,014,01,P,,5015341,18319,07,15.49,0
P10541,C 36A       16      117                          1,3.498126,-76.500985,112.5,56.25,0,56.25,35.18,0,35.18,0.0,0.0,3,17 531,31,17 ,001,01,P,NIVELII,6477038,17248,02,35.18,0
P10173,C13      NA9       N000       0,3.458216,-76.535699,112.5,56.25,0,56.25,49.64,0,49.64,0.0,0.0,3,02 307,7,02 ,011,01,P,,6788084,16521,07,49.64,0
P8184,car  38#13-120,3.49389,-76.513459,45,22.5,0,22.5,6.37,0,6.37,0.0,0.0,3,14 305,5,14 ,001,01,P,NIVELII,6350623,7635,01,6.37,0
P11895,A  4     N  14     N 38                          -,3.457201,-76.532066,300,150.0,0,150.0,103.7,0,103.7,0.0,0.0,3,02 306,6,02 ,001,01,P,,1793292,20745,07,103.7,0
E10359,cra  1a   cl  24,3.460189,-76.522606,500,250.0,0,250.0,172.83,0,172.83,0.0,0.0,3,02 314,14,02 ,044,01,E,NIVELII,6350500,15189,07,172.83,0
P7378,K  1H       36       40                          0,3.463875,-76.513083,225,112.5,0,112.5,17.49,0,17.49,0.0,0.0,3,03 316,16,03 ,001,01,P,,2355400,20987,02,17.49,0
P1130,CL14#6N-40,3.457375,-76.534171,45,22.5,0,22.5,19.86,0,19.86,0.0,0.0,3,02 307,7,02 ,013,01,P,NIVELII,1041827,1338,01,19.86,0
P1427,K  5        23       31                          -,3.456641,-76.522048,100,50.0,0,50.0,5.77,0,5.77,0.0,0.0,3,03 303,3,03 ,042,01,P,NIVELII,1198416,19103,07,5.77,0
P8890,RANT.MOVISTAR EDIF.DEL NTE                       0,3.467462,-76.527163,45,22.5,0,22.5,15.55,0,15.55,0.0,0.0,3,02 314,14,02 ,015,01,P,NIVELII,6351255,1823,07,15.55,0
P1462,CL12#6N-SIN,3.456662,-76.535093,100,50.0,0,50.0,44.13,0,44.13,0.0,0.0,3,02 307,7,02 ,013,01,P,NIVELII,1042335,1343,01,44.13,0
P1260,av1-cll4,3.45169,-76.537846,225,112.5,0,112.5,56.18,0,56.18,0.0,0.0,3,01 311,11,01 ,012,01,P,NIVELII,1182722,14942,07,56.18,0
P7404,K  6        29       30                          0,3.456788,-76.516874,112.5,56.25,0,56.25,13.48,0,13.48,0.0,0.0,3,03 307,7,03 ,047,01,P,NIVELII,5190291,2215,01,13.48,0
E19414,Av5an Cl21,3.462215,-76.529096,150,75.0,0,75.0,51.64,0,51.64,0.0,0.0,3,02 304,4,02 ,014,01,E,NIVELII,1184253,25608,01,51.64,0
P14338,,3.487637,-76.508727,150,75.0,0,75.0,39.06,0,39.06,0.0,0.0,3,14 306,6,14 ,001,01,2,,2522535,27370,01,49.72,0
E13806,CR 3N 31B 02,3.464681,-76.517879,75,37.5,0,37.5,18.38,0,18.38,0.0,0.0,3,03 301,1,03 ,054,01,E,NIVELII,1049488,23290,01,18.38,0
P5208,Calle 24 No. 8-45,3.452292,-76.519883,75,37.5,0,37.5,8.22,0,8.22,0.0,0.0,3,03 314,14,03 ,138,01,P,NIVELII,5041732,2466,01,8.22,0
E6127,AV 4 B OESTE N? 2 - 15,3.452986,-76.542115,112.5,56.25,0,56.25,28.09,0,28.09,0.0,0.0,3,01 311,11,01 ,010,01,E,NIVELII,1153072,806,01,28.09,0
P1562,C017     N 005      044                          0,3.459986,-76.531444,150,75.0,0,75.0,51.85,0,51.85,0.0,0.0,3,02 306,6,02 ,013,01,P,,1188241,15745,07,51.85,0
E17007,CLL24N #8N-30,3.465948,-76.53253,112.5,56.25,0,56.25,33.99,0,33.99,0.0,0.0,3,02 303,3,02 ,016,01,E,NIVELII,1038583,24859,01,60.59,0
P5127,cr1b  oeste  cl6  oeste,3.452568,-76.547036,225,112.5,0,112.5,63.21,0,63.21,0.0,0.0,3,01 304,4,01 ,008,01,P,NIVELII,5155339,16,07,63.21,0
P1786,cl 35n 34an-74,3.47175,-76.519762,112.5,56.25,0,56.25,47.65,0,47.65,0.0,0.0,3,02 311,11,02 ,017,01,P,NIVELII,1054945,1543,01,47.65,0
P7418,Cl21n #3n-49,3.461164,-76.52791,112.5,56.25,0,56.25,38.73,0,38.73,0.0,0.0,3,02 304,4,02 ,014,01,P,NIVELII,5200687,1191,07,38.73,0
P7296,CL 40N #6AN-120,3.48014,-76.52775,112.5,56.25,0,56.25,40.88,0,40.88,0.0,0.0,3,23 303,3,23,019,01,P,NIVELII,5189136,15458,07,40.88,0
E19303,cll33a #8a-168,3.451532,-76.512006,150,75.0,0,75.0,29.24,0,29.24,0.0,0.0,3,03 308,8,03 ,119,01,E,NIVELII,1014439,25407,01,29.24,0
P5397,cll2-5,3.451818,-76.543252,400,200.0,0,200.0,99.87,0,99.87,0.0,0.0,3,01 311,11,01 ,010,01,P,NIVELII,5051223,18434,07,99.87,0
P11749,C  3     O   1       24                          -,3.45079,-76.542856,112.5,56.25,0,56.25,28.09,0,28.09,0.0,0.0,3,01 311,11,01 ,001,01,P,,2017539,20132,07,28.09,0
P9754,cr1d  cl49,3.471085,-76.504613,75,37.5,0,37.5,12.84,0,12.84,0.0,0.0,3,03 310,10,03 ,070,01,P,NIVELII,5022011,2450,01,12.84,0
P3643,Cl23 #5an-19,3.463708,-76.52843,150,75.0,0,75.0,51.64,0,51.64,0.0,0.0,3,02 304,4,02 ,015,01,P,NIVELII,1184008,11316,07,51.64,0
P10320,C 14         5       55                          0,3.452474,-76.529414,225,112.5,0,112.5,-14.78,0,-14.78,0.0,0.0,3,06 313,13,06 ,041,01,P,,6375227,16772,07,-14.78,0
P7049,AVD 9 14-45,3.459287,-76.534626,75,37.5,0,37.5,33.1,0,33.1,0.0,0.0,3,02 307,7,02 ,013,01,P,NIVELII,5133149,1361,07,33.1,0
P12790,K  8        35       00                          0,3.45476,-76.510209,112.5,56.25,20,36.25,15.88,3,12.88,35.55555555555556,18.89168765743073,3,03 304,4,03 ,001,01,P,NIVELI,6383556,23933,01,15.88,3
P4502,av2n cl35n,3.470343,-76.517803,225,112.5,0,112.5,95.3,0,95.3,0.0,0.0,3,02 311,11,02 ,017,01,P,NIVELII,5009812,1571,07,95.3,0
P2167,Av5an #20-36,3.46222,-76.530068,112.5,56.25,0,56.25,36.15,0,36.15,0.0,0.0,3,02 305,5,02 ,014,01,P,NIVELII,1154222,1205,01,36.15,0
P8403,CLL24N #7N-40,3.465951,-76.532038,75,37.5,0,37.5,22.66,0,22.66,0.0,0.0,3,02 303,3,02 ,016,01,P,NIVELII,5299225,1058,01,40.39,0
E2634,,3.451025,-76.533742,400,200.0,0,200.0,73.12,0,73.12,0.0,0.0,3,06 303,3,06 ,041,01,E,,1169718,5467,07,73.12,0
P7819,av 3n  19n-27,3.459622,-76.528699,112.5,56.25,0,56.25,38.73,0,38.73,0.0,0.0,3,02 304,4,02 ,014,01,P,NIVELII,5202451,1218,07,38.73,0
P2285,AV 5N #42N-81,3.481039,-76.52414,45,22.5,0,22.5,13.45,0,13.45,0.0,0.0,3,23 303,3,23,018,01,P,NIVELII,1048724,15376,01,13.45,0
P12629,C050     N 001      000                          0,3.474845,-76.506268,150,75.0,0,75.0,38.7,0,38.7,0.0,0.0,3,17 316,16,17 ,001,01,P,,2223171,23435,07,38.7,0
P6905,kra  39#14-52,3.492178,-76.511055,112.5,56.25,0,56.25,15.91,0,15.91,0.0,0.0,3,14 305,5,14 ,001,01,P,NIVELII,1118234,7675,01,15.91,0
P4246,CALLE 41  CRA 12,3.450704,-76.506244,150,75.0,0,75.0,54.69,0,54.69,0.0,0.0,3,04 306,6,04 ,120,01,P,NIVELII,1014242,15863,01,54.69,0
P6917,K 36        15      150                          1,3.495903,-76.505116,2000,1000.0,100,900.0,544.76,15,529.76,10.0,2.753506131140319,3,09 534,34,09 ,001,01,P,NIVELII,5201926,6605,02,544.76,15
P8494,cl38a cr1,3.466085,-76.51292,100,50.0,0,50.0,17.12,0,17.12,0.0,0.0,3,03 310,10,03 ,048,01,P,NIVELII,1032984,2388,02,17.12,0
P9837,cr38-9,3.496622,-76.522607,150,75.0,0,75.0,26.53,0,26.53,0.0,0.0,3,14 311,11,14 ,001,01,P,NIVELII,1045458,7992,01,26.53,0
P6929,Calle 60N Cra 4N,3.481051,-76.500659,150,75.0,0,75.0,38.7,0,38.7,0.0,0.0,3,17 316,16,17 ,066,01,P,NIVELII,5185246,9928,02,38.7,0
P6334,carr  37calle  15,3.49358,-76.508544,75,37.5,0,37.5,10.61,0,10.61,0.0,0.0,3,14 305,5,14 ,001,01,P,NIVELII,5139228,7689,01,10.61,0
P13295,C 14        37       37                          1,3.494168,-76.511204,150,75.0,0,75.0,21.22,0,21.22,0.0,0.0,3,14 305,5,14 ,001,01,P,NIVELII,5031702,25268,01,21.22,0
P2207,,3.457104,-76.517972,100,50.0,0,50.0,17.12,0,17.12,0.0,0.0,3,03 310,10,03 ,047,01,P,,1189476,17107,07,17.12,0
E15354,Calle 56 cra 1N,3.478845,-76.502114,45,22.5,0,22.5,11.61,0,11.61,0.0,0.0,3,17 316,16,17 ,066,01,E,NIVELII,1054392,16367,01,11.61,0
P5908,AV 9N CL 27,3.471893,-76.531265,75,37.5,0,37.5,30.88,0,30.88,0.0,0.0,3,02 315,15,02 ,016,01,P,NIVELII,5072409,15479,01,30.88,0
E7792,CR 2 CL 45AN,3.472771,-76.509231,75,37.5,0,37.5,18.38,0,18.38,0.0,0.0,3,03 301,1,03 ,058,01,E,NIVELII,1050532,2064,01,18.38,0
